PUN,Status,Image,Total Execution Time (s)
1122300M01300920,Pass,13,0.6097698904525799
1122300M01302080,Pass,31,0.15254629908746986
1122300M01102340,Pass,33,0.24206719753283104
1122300M01101500,Pass,31,0.1574611990021167
1122300M01402130,Pass,13,0.2753549962600996
1122300M01302280,Pass,21,0.19289819769206182
1122300M01100180,Pass,32,0.33082649599141833
1122300M01301800,Pass,14,0.35539669487007863
1122300M01302160,Pass,14,0.25703389657826775
1122300M01100660,Pass,32,0.3399010958338269
1122299M01301890,Pass,21,0.2243527971458146
1122300M01100380,Pass,23,0.4677786929184291
1122300M01300760,Pass,32,0.2653405971286603
1122299M01301850,Pass,31,0.1545264990530813
1122300M01402090,Pass,33,0.20706189814074047
1122300M01100340,Pass,24,0.38005259444189904
1122300M01400450,Pass,21,0.2383916969020121
1122300M01101620,Pass,32,0.2601700972184523
1122300M01101540,Pass,21,0.20480719748524762
1122300M01300400,Pass,12,0.7120478886763986
1122300M01101540,Pass,31,0.15554109903546154
1122300M01300840,Pass,24,0.4930134924801962
1122300M01200990,Pass,32,0.4149058945312778
1122300M01101900,Pass,23,0.28242659613729276
1122299M01402380,Pass,22,0.42791129361077473
1122300M01301560,Pass,34,0.1558596990299287
1122300M01401890,Pass,14,0.3333041952537416
1122300M01400650,Pass,23,0.3742543945425918
1122300M01202470,Pass,24,0.2467234967573203
1122300M01200630,Pass,34,0.32108819616053574
1122300M01400250,Pass,12,0.7828365874470673
1122300M01300880,Pass,11,0.26832069638225875
1122300M01200750,Pass,33,0.3482141956894599
1122300M01300520,Pass,12,0.4512501932054665
1122300M01201910,Pass,34,0.22750049778579942
1122299M01401860,Pass,11,0.26210279649024015
1122300M01101660,Pass,24,0.36592359468726626
1122300M01201150,Pass,14,0.6046025905423165
1122299M01202440,Pass,12,0.5380516916980533
1122300M01300240,Pass,31,0.1617504989276278
1122299M01402340,Pass,11,0.24701779675220945
1222300M01101420,Pass,31,0.15633829902161722
1222300M01401370,Pass,23,0.3707140946040734
1122300M01101500,Pass,34,0.2464259974571352
1122300M01400890,Pass,12,0.575229891052409
1122300M01200150,Pass,32,0.231047697724198
1122299M01201840,Pass,23,0.37359809455398924
1122300M01201030,Pass,14,0.6642808895059304
1222300M01201230,Pass,33,0.3454358957377084
1122299M01301890,Pass,22,0.3998607940979057
1122300M01402250,Pass,33,0.2335238976811958
1122300M01100900,Pass,12,0.7733141876124352
1122300M01101020,Pass,22,0.4265419936345543
1122300M01302240,Fail,11,0.3779955944776213
1122300M01200910,Pass,13,0.5511419914707245
1122300M01401490,Pass,31,0.1569166990115726
1122300M01300960,Pass,24,0.4639278929853029
1122300M01300320,Pass,14,0.47883569272641086
1122299M01102030,Pass,22,0.5721337911061763
1222300M01201310,Pass,13,0.5629774912651866
1122300M01401970,Pass,34,0.24161219754073265
1122300M01400770,Pass,21,0.23257509700302442
1122300M01201990,Pass,11,0.24683549675537528
1122300M01301720,Pass,33,0.22876859776377734
1122300M01102300,Pass,31,0.15187169909918513
1122300M01401610,Pass,21,0.1917335977122865
1122299M01402380,Pass,31,0.1573718990036675
1222300M01201390,Pass,11,0.24819119673183193
1122300M01302240,Pass,21,0.1993679975797059
1122300M01101180,Pass,21,0.19914339758360636
1122300M01200390,Pass,23,0.4426345933550868
1122299M01202320,Pass,11,0.26485169644250217
1122300M01401850,Pass,23,0.31799789551955404
1122300M01401050,Pass,13,0.7957106872234929
1122300M01302480,Pass,12,0.34137439511359285
1122299M01102030,Pass,24,0.41951839375652766
1122300M01400130,Pass,12,0.6476440897948486
1122299M01102470,Pass,32,0.26357619715930125
1122300M01402410,Pass,11,0.2698067963564509
1122300M01300440,Pass,21,0.22460609714141574
1122299M01202160,Pass,13,0.43231099353436864
1122300M01300680,Pass,33,0.27033999704183964
1122299M01402300,Pass,22,0.5052687922673682
1122300M01101220,Pass,33,0.27955959688173015
1122300M01100700,Pass,24,0.36844589464346345
1122300M01401690,Pass,34,0.24102199755098222
1122300M01101940,Pass,13,0.3988960941146588
1122299M01202200,Pass,32,0.2618554971891833
1222300M01101380,Pass,11,0.27575489625315486
1122300M01201870,Pass,33,0.24520799747828725
1122300M01300800,Pass,31,0.15825749898828798
1122300M01401010,Pass,14,0.6485509897790993
1122299M01101910,Pass,12,0.5295942918449263
1122300M01401130,Pass,24,0.4756669927814392
1122300M01200430,Pass,12,0.5817166909397578
1122300M01100460,Pass,24,0.33714379518706233
1122299M01102110,Pass,24,0.4115505938948981
1122300M01202030,Pass,34,0.19717279831247667
1122300M01101180,Pass,12,0.6542824896795647
1122300M01301720,Pass,11,0.2547699966175831
1122299M01402020,Pass,24,0.35430269488907723
1122300M01301160,Pass,12,0.7645328877649331
1122300M01302160,Pass,33,0.2086573981130327
1122300M01201510,Pass,34,0.22698319779478296
1122300M01402090,Pass,31,0.1531521990769477
1122299M01302090,Pass,33,0.2630653971681719
1122300M01302080,Pass,21,0.189188397756487
1122300M01402250,Pass,14,0.3820129944078543
1122299M01102350,Pass,34,0.3153350962604452
1122300M01200190,Pass,22,0.46546679295857807
1122300M01302280,Pass,31,0.15801589899248364
1222300M01401330,Pass,34,0.27242129700569534
1122300M01400810,Pass,31,0.1512608991097924
1122299M01102350,Pass,12,0.4158123938208868
1122300M01300600,Pass,22,0.4343096934996588
1122300M01200190,Pass,33,0.2882723967304218
1122300M01100620,Pass,22,0.3191894954988605
1122300M01401650,Pass,34,0.2511500973750955
1122300M01101220,Pass,22,0.3315765952837435
1122300M01101060,Pass,12,0.6252131901843883
1122300M01101820,Pass,23,0.29953949584010653
1222300M01201270,Pass,22,0.5322507917987931
1122300M01200470,Pass,24,0.667489389450211
1122300M01300400,Pass,23,0.4540720931564608
1122300M01202070,Pass,12,0.28483739609542624
1122299M01102070,Pass,13,0.5757052910441529
1122300M01301880,Pass,11,0.26803179638727587
1122300M01200950,Pass,12,0.48507819261800234
1122299M01402260,Pass,12,0.4338732935072374
1122300M01201750,Pass,21,0.2047507974862271
1122299M01301970,Pass,14,0.6031305905678794
1122300M01301560,Pass,23,0.19786489760580908
1122300M01300440,Pass,12,0.6431288898732606
1122300M01400970,Pass,22,0.6001774906191635
1122300M01401570,Pass,31,0.1594468989676326
1122300M01100860,Pass,14,0.5996463906283869
1222300M01401410,Pass,32,0.19782909830107923
1122300M01202390,Pass,32,0.20104209824528158
1122300M01100020,Pass,23,0.4326173935290476
1122300M01202470,Pass,34,0.2415517975417816
1122299M01302010,Pass,22,0.43111829355508136
1122300M01400130,Pass,13,0.6538433896871902
1222300M01301360,Pass,33,0.22875059776408993
1122299M01102310,Pass,23,0.38794969430475634
1122300M01200270,Pass,12,0.6850476891452897
1222300M01201350,Pass,22,0.31478109557541767
1122300M01300240,Pass,11,0.26665559641117526
1122300M01200470,Pass,34,0.2544175973183514
1122300M01102340,Pass,21,0.18920159775625775
1222300M01201430,Pass,32,0.24456439748946415
1122299M01202120,Pass,22,0.3765296945030785
1122300M01401010,Pass,12,0.717447088582635
1122299M01101870,Pass,22,0.3789822944604861
1122300M01101580,Pass,23,0.28707389605658673
1222300M01401290,Pass,34,0.27123949702621875
1122300M01302280,Pass,22,0.22535979712832682
1122300M01201550,Pass,14,0.25558819660337406
1122300M01400050,Pass,33,0.3607876954711058
1122300M01400730,Pass,23,0.5621966912787462
1122300M01302240,Pass,13,0.3534480949039184
1122300M01301000,Pass,24,0.46497089296718996
1122299M01302050,Pass,31,0.1557981990309967
1122300M01400810,Pass,34,0.24921599740868347
1122300M01100300,Pass,23,0.5039114922909393
1122300M01401210,Pass,12,0.6351030900126382
1122300M01302120,Pass,12,0.32612789537836673
1122300M01100260,Pass,12,0.5455115915685032
1122300M01102220,Pass,22,0.25186199666808406
1122300M01401610,Pass,14,0.36802779465072427
1122300M01302400,Pass,14,0.26414649645474886
1122300M01202270,Pass,34,0.21513669800051177
1122300M01300760,Pass,12,0.6562443896454939
1122300M01301640,Pass,13,0.31210079562196436
1122300M01101700,Pass,23,0.326649295369312
1122300M01202390,Pass,31,0.16051769894903686
1122299M01401860,Pass,33,0.3116512963244189
1122300M01301800,Pass,33,0.2438536975018063
1122300M01300400,Pass,13,0.7212758885161432
1122300M01300640,Pass,13,0.757563087885972
1122300M01102260,Pass,34,0.2347695976595627
1122300M01400530,Pass,14,0.5742263910698358
1122300M01200830,Pass,22,0.4947271924504357
1122300M01400730,Pass,22,0.5121598921476957
1122300M01302240,Pass,31,0.1489943991491529
1122300M01200190,Pass,34,0.28740469674549046
1122300M01200190,Pass,31,0.15059179912141213
1122300M01302400,Pass,24,0.25837859655491535
1122299M01302490,Pass,22,0.5438051915981368
1222300M01301440,Pass,24,0.21273449734758046
1122300M01302480,Pass,33,0.22550489782045544
1122300M01402290,Pass,11,0.2521100966637755
1122299M01402380,Pass,23,0.4384864934271236
1122300M01101860,Pass,13,0.3978677941325165
1122299M01102070,Pass,12,0.5266081918967835
1122300M01400690,Pass,21,0.21600629729076168
1122299M01401980,Pass,13,0.6181096903077492
1122300M01200390,Pass,21,0.2129181973443903
1122299M01102270,Pass,13,0.37931929445463364
1122300M01300680,Pass,14,0.7927943872741379
1122300M01400010,Pass,13,0.5147697921023717
1122300M01200150,Pass,31,0.17138859876025053
1122299M01102070,Pass,11,0.25823439655741964
1122300M01200350,Pass,34,0.30504879643907934
1122300M01402330,Pass,12,0.25918189654096513
1122299M01202480,Pass,21,0.2038719975014885
1122300M01102340,Pass,13,0.2537405966354599
1122300M01402210,Pass,32,0.240914097552856
1122300M01101620,Pass,34,0.23612899763595507
1122300M01400370,Pass,13,0.7018202888540133
1122300M01100220,Pass,34,0.2698648970500903
1122300M01102420,Pass,33,0.22829639777197766
1122299M01402220,Pass,31,0.15173779910151047
1122300M01300080,Pass,34,0.3315121959795103
1122300M01101020,Pass,31,0.1529481990804904
1122300M01300200,Pass,34,0.3491604956730262
1122300M01301120,Pass,12,0.5889527908140941
1122300M01201150,Pass,31,0.1546217990514263
1122300M01101620,Pass,11,0.24272789682670876
1122300M01201110,Pass,33,0.23863199759248746
1122299M01301970,Pass,24,0.4458227932997199
1122299M01401980,Pass,34,0.2457097974695729
1122299M01202040,Pass,11,0.2563862965895141
1122299M01302250,Pass,33,0.29593359659737584
1122299M01202120,Pass,32,0.21853789794144585
1122300M01301200,Pass,23,0.4857226926068098
1122300M01102380,Pass,11,0.25312839664609144
1122300M01200270,Pass,31,0.1563754990209712
1122300M01402010,Pass,23,0.25978329653052107
1122300M01300840,Pass,32,0.3092373963663392
1122300M01102260,Pass,33,0.20223879822449944
1122300M01400370,Pass,32,0.3864785950249523
1122300M01200550,Pass,12,0.5709747911263039
1122300M01102140,Pass,31,0.15640179902051446
1122300M01100780,Pass,21,0.22647109710902777
1122299M01402340,Pass,22,0.39160909424120643
1122300M01301480,Pass,34,0.16071159894566955
1222300M01201310,Pass,24,0.4083080939512081
1122299M01202280,Pass,12,0.4540163931574281
1122300M01200910,Pass,14,0.6486949897765983
1122300M01400850,Pass,21,0.2320712970117735
1222300M01301280,Pass,22,0.499935392359989
1122300M01401970,Pass,13,0.3668618946709715
1122300M01302120,Pass,21,0.19736059761456684
1122299M01202000,Pass,23,0.5365911917234167
1122299M01302290,Pass,11,0.27234929631229726
1122300M01200510,Fail,11,0.2516080966724933
1122299M01102270,Pass,33,0.23952059757705582
1122300M01102260,Pass,22,0.20359379750631978
1122300M01202070,Pass,24,0.28327489612256096
1122299M01101990,Pass,14,0.7496712880230227
1122300M01202430,Pass,34,0.25366459733142815
1222300M01301400,Pass,22,0.3726252945708831
1122300M01100700,Pass,34,0.2277700977811175
1122299M01102270,Pass,11,0.2631001964729191
1122300M01100100,Pass,21,0.20824589742553046
1122299M01302210,Pass,22,0.28755809604817806
1122300M01400770,Pass,14,0.689723189064094
1122300M01302360,Pass,32,0.1900715984357976
1122300M01201070,Pass,24,0.3577340948294868
1122300M01100220,Pass,24,0.46160529302563763
1122300M01201550,Pass,24,0.20837669742325893
1122300M01300880,Pass,32,0.35134429563510194
1122300M01201510,Pass,14,0.27773289621880454
1122300M01401770,Pass,33,0.24294509751758525
1122300M01202070,Pass,11,0.25592279659756334
1122300M01302440,Pass,34,0.24578479746827042
1122300M01200910,Pass,12,0.6701660894037269
1122300M01100900,Pass,33,0.3335863959434893
1122300M01101180,Pass,24,0.417833493785788
1222300M01301360,Pass,34,0.2976235965680269
1122300M01401650,Fail,24,0.1391054986262372
1122300M01301600,Pass,23,0.32536519539161196
1122299M01402020,Pass,23,0.484053292635801
1122300M01201990,Pass,22,0.35560209486651156
1122300M01201710,Fail,21,0.32737029535679096
1122299M01402060,Pass,22,0.4263342936381613
1122300M01400170,Pass,21,0.2684197963805378
1122299M01102350,Pass,31,0.1534770990713054
1122300M01300800,Pass,11,0.26308549647317436
1122299M01202040,Pass,23,0.2908885959903399
1122300M01400090,Pass,21,0.2076959974350801
1122299M01101990,Pass,22,0.32461979540455677
1222300M01301400,Pass,12,0.5255219919156467
1122300M01201150,Pass,12,0.4848516926219358
1122300M01400090,Pass,33,0.2853757967807248
1122300M01302200,Pass,22,0.2877131960454845
1122300M01402170,Pass,21,0.21086869737998232
1122300M01200230,Pass,23,0.3117259956284732
1122300M01200910,Pass,34,0.31816409621131625
1122300M01102180,Pass,31,0.159849898960634
1122300M01401570,Pass,24,0.22166869719242727
1122300M01301760,Pass,34,0.1910324984191104
1122300M01401210,Pass,34,0.2793732968849655
1122300M01102180,Pass,21,0.18454529783712004
1222300M01101380,Pass,33,0.32296809612788896
1122300M01300680,Pass,23,0.4703635928735392
1222300M01201270,Pass,13,0.5458636915623885
1122300M01200390,Pass,33,0.49649009311446934
1122300M01201070,Pass,11,0.26755869639549185
1122300M01301160,Pass,24,0.5635671912549458
1122300M01200750,Pass,23,0.5985067906481774
1122300M01200430,Pass,23,0.31835509551335084
1222300M01101300,Pass,12,0.7332997883073338
1122299M01301890,Pass,31,0.21716849796522714
1122299M01402140,Pass,33,0.2995026965353941
1122300M01100060,Pass,12,0.5621768912790901
1122300M01401690,Pass,14,0.3685194946421853
1122300M01100420,Pass,14,0.5690452911598121
1222300M01101260,Pass,13,0.5716352911148335
1122299M01101950,Pass,23,0.4990312923756899
1122300M01300120,Pass,12,0.6382325899582908
1122299M01202080,Pass,32,0.21888179793547358
1122299M01401900,Pass,34,0.3095065963616642
1122300M01202190,Pass,11,0.24075829686091324
1122300M01200550,Pass,32,0.412040194581044
1222300M01401330,Pass,12,0.48948809254141906
1122300M01103140,Pass,21,0.19601849763787402
1122301M01200580,Pass,14,0.6859664891293338
1222301M01301550,Pass,14,0.34101449511984294
1222301M01101530,Pass,33,0.21397169802074342
1122301M01102010,Pass,22,0.2951865959156999
1122301M01201780,Pass,31,0.196541898323433
1122301M01101410,Pass,13,0.6193826902856421
1122301M01202260,Pass,14,0.2656475964286804
1122301M01300990,Pass,31,0.1561757990244392
1122300M01402530,Pass,24,0.3792686944555124
1122301M01300750,Pass,14,0.44953029323533467
1122300M01103290,Pass,22,0.30608069572651064
1122301M01200940,Pass,14,0.4900278925320448
1122300M01102580,Pass,24,0.35399189489447463
1122300M01403520,Pass,12,0.38167069441379875
1122300M01102700,Pass,32,0.2049135981780483
1122300M01302760,Pass,24,0.40565729399724243
1122301M01202250,Pass,22,0.3744117945398584
1122301M01300870,Pass,34,0.2607658972081055
1122301M01400520,Pass,13,0.7689889876875475
1122301M01400040,Pass,33,0.24680239745059857
1122300M01303390,Pass,13,0.4118597938895285
1122301M01401960,Pass,13,0.2795569961871268
1122301M01100410,Pass,22,0.6495352897620057
1122301M01300830,Pass,32,0.2506485973838046
1122301M01300430,Pass,13,0.7131526886572124
1122301M01402120,Pass,14,0.28349299611877343
1122301M01200100,Pass,23,0.2520957966640238
1122301M01101250,Pass,24,0.33620359520339
1122300M01202510,Pass,33,0.224823197832294
1122301M01101290,Pass,12,0.5188594920313492
1122301M01301790,Pass,21,0.1910929977234113
1122301M01402430,Pass,13,0.36189069475730246
1222301M01201620,Pass,24,0.35179179493268203
1122300M01303470,Pass,21,0.19565269764422658
1122301M01100450,Pass,22,0.5830394909167858
1122300M01302720,Pass,24,0.20244429752628224
1122301M01300390,Pass,11,0.2470489967516676
1222301M01201540,Pass,22,0.34171429510769
1122301M01401240,Pass,14,0.44706059327822395
1122301M01301230,Pass,22,0.3119051956253612
1122300M01303270,Pass,31,0.15386529906456384
1122300M01303350,Pass,14,0.3437566950722213
1122301M01101890,Pass,32,0.3968454948449184
1122301M01200020,Pass,11,0.23775469691307438
1122301M01101330,Pass,14,0.4355288934784859
1122301M01101770,Pass,11,0.24688649675448962
1122301M01200660,Pass,22,0.5309031918221958
1122301M01200380,Pass,23,0.5247761919285985
1122301M01200980,Pass,34,0.2026402982175269
1122300M01102700,Pass,34,0.18793139847296478
1122300M01203150,Pass,22,0.3512431949422091
1122301M01101210,Pass,23,0.37279689456790305
1122300M01103250,Pass,21,0.19660689762765576
1122300M01303230,Pass,32,0.21318029803448704
1122301M01401880,Pass,22,0.34481589505382704
1122301M01102090,Pass,34,0.23769489760876134
1122300M01202550,Pass,13,0.28712309605573233
1122300M01302760,Pass,22,0.3901711942661773
1222301M01201620,Pass,32,0.209241098102896
1122301M01101050,Pass,13,0.3668862946705478
1122300M01102900,Pass,21,0.20326669751200027
1122301M01400320,Pass,32,0.4452043940051076
1122301M01100810,Pass,31,0.15224189909275615
1122301M01402200,Pass,34,0.20310299820949157
1122301M01300830,Pass,14,0.4729332928289132
1122300M01102540,Pass,31,0.15136729910794464
1122301M01200260,Pass,33,0.3830639950842508
1122301M01101850,Pass,21,0.18761339778383876
1122301M01102400,Pass,11,0.25576699660026897
1122300M01303000,Pass,11,0.24933139671203097
1122301M01300350,Pass,13,0.7161134886057945
1122300M01202510,Pass,21,0.18941679775252054
1122300M01103210,Pass,34,0.21149989806366923
1122300M01102860,Pass,32,0.2208827979007238
1122301M01200020,Pass,21,0.1797011979212437
1122301M01401720,Pass,22,0.31385239559154565
1122301M01201020,Pass,21,0.19642279763085288
1122301M01100850,Pass,21,0.21075759738191172
1122301M01200900,Pass,21,0.22231059718127988
1122301M01301070,Pass,33,0.2519362973614422
1222301M01401480,Pass,23,0.5861465908628272
1122301M01202270,Pass,22,0.3504546949559024
1122301M01102050,Pass,31,0.15320359907605507
1122301M01402120,Pass,24,0.27833449620835704
1122301M01402390,Pass,31,0.1596792989635967
1122301M01201900,Pass,13,0.29534709591291264
1122301M01300910,Pass,34,0.22958649774957351
1222301M01101650,Pass,32,0.21661439797484972
1122301M01402470,Pass,11,0.2579327965626572
1122301M01100810,Pass,32,0.25062769738416757
1122301M01200500,Pass,23,0.37907919445880334
1122300M01203380,Pass,14,0.38498709435620543
1122301M01401120,Pass,14,0.4013823940714812
1122301M01402510,Pass,21,0.22105049720316305
1122301M01100410,Pass,32,0.29994749652766955
1122300M01403130,Pass,24,0.3105422956490296
1122301M01301030,Pass,33,0.23779609760700388
1222301M01101610,Pass,32,0.24885299741498743
1122301M01202290,Pass,24,0.29837449586033815
1122300M01302880,Pass,33,0.2161376979831282
1122301M01300070,Pass,31,0.15749429900154185
1122301M01202310,Pass,23,0.33643969519928985
1122301M01300070,Pass,14,0.44429859332618943
1122300M01402890,Pass,14,0.3237691954193284
1122301M01201740,Pass,21,0.20163299754037145
1122301M01101170,Pass,23,0.2802248961755279
1122301M01300270,Pass,33,0.39044969495598925
1122301M01401160,Pass,22,0.30249579578876684
1122300M01102620,Pass,11,0.2449744967876938
1122301M01202290,Pass,23,0.25294159664933547
1122301M01202280,Pass,31,0.15981519896123664
1122301M01201940,Pass,14,0.2753849962595787
1122301M01300270,Fail,32,0.2959368965973185
1122301M01200700,Pass,12,0.46760029292152727
1122301M01401720,Pass,11,0.2507341966876696
1222301M01201580,Pass,21,0.1978543976059914
1122300M01402930,Pass,21,0.19760639761029822
1122301M01200980,Pass,32,0.25128259737279446
1122301M01101050,Pass,31,0.153485299071163
1122301M01300550,Pass,22,0.5372737917115625
1122301M01100410,Pass,14,0.6803476892269109
1122301M01201340,Pass,32,0.2962808965913445
1122301M01100330,Pass,32,0.3615706954575081
1122300M01102980,Pass,31,0.15188959909887428
1122301M01301110,Pass,31,0.15726329900555347
1122300M01203500,Pass,13,0.3788364944630181
1122301M01401320,Pass,34,0.27318779699238416
1122301M01300190,Pass,11,0.23966789687984935
1122301M01400600,Pass,21,0.20630619745921566
1122301M01401000,Pass,31,0.1567437990145752
1122301M01200020,Pass,13,0.34369429507330496
1122301M01302460,Pass,23,0.35443829488672235
1122301M01101890,Pass,11,0.2555985966031935
1122301M01102170,Pass,34,0.22729569778935604
1122301M01100330,Pass,13,0.48804409256649584
1122301M01100210,Pass,21,0.24196299683999217
1122301M01400320,Pass,23,0.548920291509307
1122301M01202240,Pass,34,0.1885415984623679
1122301M01401720,Pass,34,0.23841849759619513
1122301M01400560,Pass,33,0.2961587965934649
1122300M01103370,Pass,12,0.353409594904587
1122301M01202270,Pass,14,0.31489589557342407
1122301M01202100,Pass,12,0.37632609450661425
1222301M01101690,Pass,31,0.1577153989977022
1122300M01302600,Pass,13,0.2521176966636435
1122301M01301990,Pass,13,0.32720219535971024
1122300M01202990,Fail,23,0.1904122977352325
1122300M01303350,Pass,12,0.3677525946555034
1122301M01200100,Pass,22,0.32397619541573364
1122301M01301870,Pass,13,0.2705682963432265
1122301M01200780,Pass,11,0.24322569681806383
1122301M01200700,Pass,33,0.2534516973351254
1222301M01401600,Pass,13,0.3258110953838684
1122301M01401880,Pass,32,0.21217649805191924
1122300M01303080,Pass,22,0.3398155951406633
1122300M01202830,Pass,22,0.326806095366589
1122301M01200580,Pass,21,0.2099886973952646
1222301M01301630,Pass,33,0.24340309750963154
1122300M01202710,Pass,13,0.28837849603393084
1122301M01402000,Pass,31,0.1530641990784759
1122300M01202750,Pass,24,0.34475469505488987
1122300M01203460,Pass,33,0.2168072979714998
1122301M01300390,Pass,22,0.4889774925502863
1122301M01200620,Pass,11,0.26191069649357623
1122300M01103370,Pass,13,0.2829390961283926
1122301M01400480,Pass,14,0.8031724870939096
1122300M01202710,Pass,22,0.2492143967140628
1122301M01301990,Pass,24,0.32507329539668117
1122301M01400520,Pass,23,0.48962439253905204
1122300M01303430,Pass,34,0.2431933975132732
1122301M01101050,Pass,22,0.30770219569835133
1122300M01303040,Pass,24,0.2525831966555595
1222301M01101650,Pass,14,0.29224939596670796
1122301M01300270,Fail,32,0.337083895882751
1122300M01103250,Pass,14,0.3095093956669671
1122300M01402810,Pass,23,0.2961624958987522
1122301M01300550,Pass,12,0.6833989891739216
1122301M01301110,Pass,14,0.5704895911347299
1122301M01102400,Pass,12,0.39799519413030404
1122300M01303120,Pass,33,0.23925349758169437
1122300M01103210,Pass,13,0.33583679520975995
1122301M01100530,Pass,32,0.3318194959741737
1122301M01301270,Pass,11,0.23829709690365494
1122300M01402850,Pass,23,0.4620322930182223
1222301M01301630,Pass,34,0.22959079774949884
1122300M01402850,Pass,12,0.32266559543849377
1122301M01402520,Pass,33,0.23548579764712502
1122300M01202790,Pass,21,0.1854514978213828
1122301M01100250,Pass,24,0.4045132940171094
1122301M01400720,Pass,13,0.44224979336176934
1122301M01402320,Pass,12,0.3325027952676589
1122301M01402550,Pass,14,0.25791789656291597
1122301M01301390,Pass,11,0.2433948968151255
1122301M01402510,Pass,12,0.345320495045064
1122301M01201940,Pass,13,0.31330659560102414
1122301M01400480,Pass,22,0.4131166938677009
1122301M01201300,Pass,11,0.23870169689662857
1122300M01403480,Pass,14,0.31075449564534446
1122301M01100530,Pass,31,0.15158269910420397
1122300M01402730,Pass,13,0.30986869566072744
1122301M01100530,Pass,11,0.25426249662639644
1122301M01102320,Pass,22,0.38092879442668276
1122300M01202950,Pass,21,0.1951589976528003
1222301M01401560,Pass,22,0.2716695963241011
1122300M01302880,Pass,31,0.15727719900531206
1122301M01300350,Pass,22,0.49292979248164975
1122301M01100690,Pass,23,0.4390151934179421
1122301M01200180,Pass,32,0.31930959619142324
1122301M01102360,Pass,33,0.23513069765329175
1122300M01103330,Pass,22,0.3457371950378275
1122301M01101970,Pass,11,0.2524863966572406
1122301M01302030,Pass,12,0.30348339577161587
1122301M01101970,Pass,13,0.30395019576350935
1122300M01102740,Pass,14,0.29681709588738425
1122301M01202230,Pass,22,0.37867929446574805
1122301M01101730,Pass,14,0.343225395081448
1122300M01203070,Pass,24,0.33910509515300197
1122301M01100410,Pass,23,0.5644912912388977
1122301M01401280,Pass,23,0.40894599394013015
1222301M01401640,Pass,12,0.3276731953515308
1122301M01100930,Pass,22,0.45050449321841646
1122300M01202870,Pass,34,0.24361759750590647
1222301M01401520,Pass,14,0.541369191640441
1122301M01301750,Pass,12,0.32465719540390725
1122301M01200900,Pass,23,0.3084671956850662
1122301M01100130,Pass,34,0.2227838978677089
1122300M01303080,Pass,32,0.3199491961803158
1222301M01201460,Pass,11,0.24666069675841093
1122301M01402040,Pass,32,0.2255306978200074
1122301M01302380,Pass,21,0.19794649760439198
1122301M01402390,Pass,23,0.2807814961658619
1122301M01101970,Pass,22,0.4037375940305803
1122301M01401920,Pass,21,0.2112406973735221
1122301M01200820,Pass,13,0.35207089492783517
1122301M01200940,Pass,33,0.19286279838732504
1222301M01101570,Pass,22,0.2998936958339554
1122301M01101250,Pass,14,0.40999329392194256
1122300M01303040,Pass,32,0.19158829840945826
1222301M01201700,Pass,23,0.37641909450499916
1122301M01400240,Pass,21,0.20709899744544774
1122301M01202240,Pass,33,0.20684639814448288
1122301M01400880,Pass,21,0.22560539712406172
1122301M01400800,Pass,31,0.1576096989995378
1122301M01300110,Pass,12,0.35847379481664104
1122301M01300910,Pass,33,0.25709539727184816
1122301M01102170,Pass,23,0.2585862965513084
1122301M01402510,Pass,13,0.4580345930876472
1122301M01401240,Pass,31,0.15427959905736902
1122300M01403090,Pass,34,0.1556367990337996
1122300M01103450,Pass,34,0.2137445980246873
1122301M01300350,Pass,23,0.4446141933207087
1122300M01103100,Pass,32,0.21789849795254979
1122301M01200340,Pass,22,0.6269247901546644
1122301M01300990,Pass,11,0.2499011967021357
1222301M01301670,Pass,24,0.3643015947154342
1122300M01203110,Pass,32,0.239007697585963
1122301M01202180,Pass,14,0.2776294962206002
1122301M01300070,Pass,21,0.19231179770224538
1122301M01300150,Pass,32,0.2348881976575031
1222301M01201700,Pass,14,0.3746923945349854
1122300M01103250,Pass,31,0.15212059909486267
1122300M01302800,Pass,32,0.2312459977207543
1122301M01100130,Pass,22,0.35279649491523424
1122301M01102010,Pass,33,0.22151839788968586
1122301M01200620,Pass,23,0.4869666925852062
1122301M01201420,Pass,14,0.7577986878818805
1122301M01402200,Pass,33,0.18079559859688657
1122301M01200980,Pass,12,0.4424892933576101
1122301M01401880,Pass,34,0.21289789803939124
1122301M01202140,Pass,34,0.23727349761607944
1122301M01101810,Pass,33,0.23299429769039295
1122301M01300110,Pass,32,0.23494409765653232
1222301M01101450,Pass,34,0.2408327975542679
1122300M01302840,Pass,32,0.31114659633318364
1122301M01401160,Pass,23,0.3362891952019035
1122301M01100290,Pass,24,0.3953587941760884
1222301M01201500,Pass,32,0.2506174973843447
1122301M01402080,Pass,14,0.31501129557142
1122301M01400880,Pass,33,0.2600120972211961
1122300M01103330,Pass,12,0.33524549522002856
1122301M01100250,Pass,22,0.5436395916010127
1122301M01300190,Pass,14,0.6329722900496422
1122301M01400720,Pass,34,0.2931835966451329
1122301M01202310,Pass,24,0.30707749570920007
1122300M01303350,Pass,24,0.2938263959393214
1122301M01202490,Pass,31,0.15217749909387454
1122301M01100610,Pass,34,0.3056897964279476
1122300M01103450,Pass,32,0.23919799758265817
1122301M01202310,Pass,33,0.21008949808816252
1122301M01402160,Pass,24,0.37730659448958664
1122300M01103180,Pass,31,0.15787869899486628
1122301M01401760,Pass,11,0.25741469657165467
